inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,infrastructure_deficit_pct
INSP00898,2025-03-07,SCH0006,0.0,0.0,0.0,1.0,1.0,Warda Basak,Needs repair,60.0
INSP01205,2026-02-12,SCH0352,1.0,1.0,1.0,1.0,,Wakeeta Dar,No remarks,0.0
INSP00651,2025-12-31,SCH0206,1.0,1.0,0.0,1.0,,Henry Om,Needs repair,25.0
INSP00228,2026-03-23,SCH0168,1.0,1.0,1.0,1.0,1.0,Unknown Inspector,No Remarks,0.0
INSP00366,2026-02-20,SCH0238,1.0,1.0,1.0,1.0,,Ira Bhagat,No Remarks,0.0
INSP02223,2025-06-10,SCH0369,0.0,1.0,0.0,1.0,0.0,Unknown Inspector,No Remarks,60.0
INSP00277,2026-02-17,SCH0318,1.0,1.0,1.0,1.0,1.0,Robert Tandon,Good condition,0.0
INSP02099,2025-05-14,0073,1.0,1.0,1.0,1.0,,Janaki Kulkarni,Average,0.0
INSP01114,2025-11-19,SCH0431,1.0,0.0,,0.0,1.0,Mitesh Bains,Toilets locked,50.0
INSP00737,2026-01-12,SCH0465,1.0,1.0,1.0,1.0,1.0,Siddharth Kakar,No remarks,0.0
INSP02575,2026-01-07,SCH0335,1.0,1.0,1.0,0.0,0.0,Laksh Nayak,Average,40.0
INSP01994,2025-08-12,SCH0017,,1.0,1.0,0.0,,Unknown Inspector,No remarks,33.33
INSP00408,2025-09-06,S0411,,1.0,1.0,0.0,1.0,Eesha Khalsa,Needs repair,25.0
INSP02417,2025-03-04,SCH0482,1.0,0.0,1.0,1.0,1.0,Devansh Sathe,Needs repair,20.0
INSP02506,2025-05-01,SCH0521,1.0,1.0,1.0,1.0,0.0,Xalak Dixit,Average,20.0
INSP02458,2026-01-17,SCH0411,1.0,1.0,,,0.0,Alexander Varughese,Average,33.33
INSP02247,2025-06-03,SCH0378,,1.0,0.0,0.0,0.0,Jackson Sinha,No remarks,75.0
INSP02531,2025-07-06,SCH0580,1.0,1.0,1.0,,0.0,Azad Sengupta,No remarks,25.0
INSP01771,2025-08-11,SCH0085,1.0,,,1.0,0.0,Azaan Ramanathan,Toilets locked,33.33
INSP00008,2025-06-04,SCH0059,1.0,1.0,1.0,1.0,0.0,Falak Karpe,Good condition,20.0
INSP01492,2025-12-12,SCH0268,0.0,0.0,1.0,1.0,,Unknown Inspector,No Remarks,50.0
INSP01533,2025-05-30,SCH0032,1.0,1.0,1.0,1.0,0.0,Charles Sagar,Average,20.0
INSP01801,2025-09-26,0417,1.0,1.0,1.0,1.0,0.0,Barkha Upadhyay,Needs repair,20.0
INSP00416,2025-07-22,SCH0024,,1.0,1.0,1.0,0.0,Jason Kannan,Needs repair,25.0
INSP01607,2026-01-21,SCH0064,1.0,,1.0,1.0,1.0,Jasmit Kurian,Average,0.0
INSP00840,2025-08-30,SCH0226,1.0,1.0,1.0,,1.0,Omisha Dua,Toilets locked,0.0
INSP01763,2025-07-02,0420,1.0,1.0,0.0,0.0,1.0,Unknown Inspector,Good condition,40.0
INSP00865,2026-01-11,S0583,0.0,1.0,0.0,0.0,1.0,Atharv Dara,Average,60.0
INSP00200,2025-11-26,0193,1.0,1.0,1.0,1.0,0.0,Oviya Keer,Average,20.0
INSP01117,2025-09-23,SCH0413,1.0,,1.0,,0.0,Varsha Mohanty,No Remarks,33.33
INSP00284,2025-04-24,SCH0493,0.0,1.0,0.0,0.0,,Bhavani Tak,No Remarks,75.0
INSP00232,2026-10-01,SCH0433,1.0,1.0,,1.0,0.0,Jairaj D’Alia,Average,25.0
INSP02992,2026-03-22,SCH0015,0.0,1.0,1.0,0.0,0.0,Megha Keer,No remarks,60.0
INSP01081,2025-04-10,SCH0226,1.0,1.0,,1.0,,Vritti Bhalla,Toilets locked,0.0
INSP00097,2025-11-07,SCH0429,1.0,1.0,1.0,1.0,1.0,Abhiram Kapadia,Average,0.0
INSP01508,2025-07-29,SCH0310,1.0,,1.0,0.0,1.0,Vidhi Butala,Good condition,25.0
INSP02760,2025-10-09,SCH0170,,1.0,1.0,1.0,1.0,Anmol Venkataraman,No remarks,0.0
INSP01813,2025-12-14,SCH0532,1.0,1.0,1.0,0.0,1.0,Hemani Lad,No Remarks,20.0
INSP02936,2025-08-14,SCH0151,1.0,1.0,1.0,0.0,0.0,Ojas Gola,Toilets locked,40.0
INSP01201,2025-12-06,SCH0297,1.0,0.0,1.0,0.0,0.0,Samar Bhatt,No Remarks,60.0
INSP02587,2025-04-24,SCH0338,1.0,1.0,0.0,1.0,1.0,David Shanker,No remarks,20.0
INSP02720,2026-12-03,SCH0294,1.0,1.0,1.0,,1.0,Janani Keer,Average,0.0
INSP02556,2025-11-17,SCH0524,1.0,1.0,1.0,0.0,1.0,Jagat Kade,No remarks,20.0
INSP01890,2025-09-21,SCH0312,1.0,1.0,1.0,0.0,0.0,Samaksh Kant,No remarks,40.0
INSP00105,2025-07-28,SCH0086,,1.0,1.0,,1.0,Maya Tella,No Remarks,0.0
INSP02350,2025-09-29,SCH0094,1.0,1.0,1.0,1.0,,Unknown Inspector,Needs repair,0.0
INSP01928,2025-07-19,SCH0096,1.0,1.0,1.0,1.0,1.0,Sai Karan,No remarks,0.0
INSP02715,2025-05-10,SCH0239,0.0,1.0,1.0,1.0,1.0,Anvi Gara,Needs repair,20.0
INSP01124,2026-01-31,SCH0364,,,0.0,1.0,,Gavin Mall,No Remarks,50.0
INSP02009,2025-11-12,SCH0146,1.0,1.0,,1.0,1.0,Vrinda Ratta,No Remarks,0.0
INSP00806,2025-12-28,SCH0231,0.0,1.0,1.0,,0.0,Unknown Inspector,Good condition,50.0
INSP02409,2026-03-15,SCH0182,1.0,1.0,1.0,1.0,0.0,Riya Dewan,No remarks,20.0
INSP02582,2026-03-23,SCH0500,1.0,1.0,1.0,0.0,,Maya Mammen,No remarks,25.0
INSP00745,2025-09-20,SCH0264,1.0,1.0,1.0,1.0,1.0,Ijaya Ramesh,No remarks,0.0
INSP00227,2025-12-07,0420,1.0,,1.0,0.0,1.0,Bhavika Gandhi,Needs repair,25.0
INSP01222,2025-11-10,SCH0556,0.0,1.0,0.0,1.0,0.0,Unknown Inspector,No remarks,60.0
INSP01293,2025-11-20,SCH0385,1.0,1.0,1.0,1.0,0.0,Wyatt Doctor,Toilets locked,20.0
INSP02421,2025-11-20,SCH0110,0.0,,0.0,1.0,0.0,Yash Sagar,Needs repair,75.0
INSP02092,2026-03-30,SCH0466,1.0,1.0,,0.0,0.0,Maanav Gour,Needs repair,50.0
INSP01030,2026-11-03,SCH0547,1.0,1.0,1.0,0.0,0.0,Vedhika Saha,Average,40.0
INSP00890,2025-09-20,SCH0423,0.0,1.0,1.0,0.0,1.0,Unknown Inspector,No remarks,40.0
INSP01617,2026-02-28,SCH0432,1.0,,1.0,0.0,,Chanchal Bhardwaj,Average,33.33
INSP01111,2026-04-01,SCH0438,1.0,1.0,1.0,0.0,0.0,Avni Kuruvilla,No Remarks,40.0
INSP02116,2025-07-14,SCH0215,1.0,1.0,1.0,0.0,0.0,Pavani Saini,Needs repair,40.0
INSP02763,2025-11-05,SCH0330,0.0,1.0,1.0,1.0,0.0,Isha Walia,No remarks,40.0
INSP01043,2025-10-28,SCH0379,1.0,1.0,1.0,,1.0,Unknown Inspector,No Remarks,0.0
INSP01777,2025-06-04,SCH0080,1.0,1.0,1.0,1.0,1.0,Zaitra Keer,Needs repair,0.0
INSP00465,2025-09-07,SCH0211,1.0,0.0,1.0,1.0,0.0,Unknown Inspector,Needs repair,40.0
INSP00882,2025-02-04,SCH0313,1.0,,1.0,1.0,,Hardik Guha,No remarks,0.0
INSP02156,2025-04-28,S0302,,1.0,1.0,0.0,0.0,Aadhya Baral,Good condition,50.0
INSP01423,2025-07-04,SCH0416,1.0,1.0,1.0,0.0,0.0,Geetika Garde,Average,40.0
INSP00773,2025-09-09,SCH0413,1.0,1.0,1.0,0.0,1.0,Vidhi Karpe,Toilets locked,20.0
INSP01768,2025-11-26,SCH0544,1.0,1.0,1.0,,0.0,Pranit Deep,Needs repair,25.0
INSP01065,2025-06-27,SCH0074,1.0,1.0,0.0,1.0,0.0,Jalsa Gokhale,Good condition,40.0
INSP00213,2025-05-23,SCH0284,1.0,1.0,1.0,0.0,0.0,Vasudha Bal,No remarks,40.0
INSP00013,2026-01-05,SCH0345,,1.0,1.0,1.0,0.0,Advik Edwin,No remarks,25.0
INSP00423,2025-10-17,SCH0321,,1.0,,0.0,1.0,Sathvik Balasubramanian,Average,33.33
INSP02368,2025-05-09,SCH0384,1.0,1.0,1.0,1.0,1.0,Zinal Chaudhary,Toilets locked,0.0
INSP01054,2025-06-22,SCH0476,1.0,,0.0,1.0,,Varenya Ramakrishnan,Needs repair,33.33
INSP01230,2025-07-10,SCH0456,1.0,,0.0,,1.0,Lila Contractor,No remarks,33.33
INSP01456,2026-03-11,SCH0323,1.0,1.0,1.0,1.0,,Unknown Inspector,Toilets locked,0.0
INSP00742,2025-06-11,SCH0455,0.0,,1.0,,1.0,Oviya Panchal,Needs repair,33.33
INSP02776,2025-07-09,SCH0139,1.0,1.0,1.0,0.0,1.0,Lakshit Sur,No Remarks,20.0
INSP02700,2026-03-17,SCH0252,1.0,1.0,1.0,1.0,0.0,Rachita Rana,Needs repair,20.0
INSP02329,2026-03-13,SCH0596,1.0,0.0,,1.0,,Baljiwan Mani,No Remarks,33.33
INSP00799,2026-01-19,SCH0035,0.0,,,1.0,0.0,Megha Sanghvi,Average,66.67
INSP01432,2025-05-20,0057,1.0,,1.0,1.0,1.0,Hamsini Dugar,Toilets locked,0.0
INSP02427,2025-09-11,SCH0074,0.0,1.0,0.0,1.0,0.0,Pooja Kunda,Needs repair,60.0
INSP00510,2025-05-08,SCH0101,0.0,1.0,,1.0,1.0,Radha Sunder,Average,25.0
INSP00645,2025-10-18,SCH0589,1.0,1.0,0.0,1.0,0.0,Amaira Padmanabhan,Average,40.0
INSP00598,2025-10-06,S0276,,1.0,1.0,,0.0,Niharika Pillai,Needs repair,33.33
INSP02714,2025-07-10,S0592,0.0,1.0,0.0,0.0,,Andrew Batta,Good condition,75.0
INSP01162,2025-05-28,SCH0527,,1.0,1.0,1.0,0.0,Sathvik Lala,Average,25.0
INSP01362,2025-07-13,SCH0206,0.0,0.0,1.0,0.0,,Vritti Som,No remarks,75.0
INSP00858,2025-07-05,SCH0189,,1.0,1.0,1.0,1.0,Imaran Mohan,No remarks,0.0
INSP02780,2025-12-12,SCH0072,1.0,1.0,,,0.0,Charita Mangat,No remarks,33.33
INSP00519,2025-07-27,SCH0309,1.0,0.0,1.0,,1.0,Unknown Inspector,No remarks,25.0
INSP00965,2025-07-02,S0287,1.0,1.0,1.0,1.0,1.0,Kashish Sankaran,Toilets locked,0.0
INSP02968,2025-10-04,SCH0074,1.0,0.0,,0.0,1.0,Kavya Shan,No Remarks,50.0
INSP00574,2025-08-17,SCH0434,1.0,1.0,0.0,1.0,1.0,Yashasvi More,No remarks,20.0
INSP02865,2025-04-27,SCH0095,0.0,1.0,0.0,1.0,1.0,Isaiah Rastogi,Average,40.0
INSP02544,2025-05-10,SCH0046,1.0,1.0,1.0,1.0,1.0,Unknown Inspector,No Remarks,0.0
INSP02107,2025-12-27,SCH0459,1.0,1.0,1.0,0.0,1.0,Fitan Devan,Needs repair,20.0
INSP02754,2025-12-10,SCH0363,0.0,1.0,,1.0,0.0,Vansha Buch,Good condition,50.0
INSP01308,2025-07-15,SCH0173,1.0,1.0,0.0,1.0,1.0,Jack Subramanian,No Remarks,20.0
INSP01587,2025-04-18,SCH0254,1.0,1.0,1.0,0.0,1.0,Ryan Srinivasan,Needs repair,20.0
INSP00124,2025-12-18,SCH0515,0.0,,1.0,,0.0,Deepa Parmar,Average,66.67
INSP01498,2025-10-26,SCH0324,1.0,1.0,1.0,0.0,0.0,Advik Lata,No remarks,40.0
INSP00221,2025-07-19,SCH0090,1.0,1.0,1.0,0.0,,Finn Ranganathan,Needs repair,25.0
INSP00359,2025-02-09,SCH0288,0.0,1.0,1.0,0.0,1.0,Irya Bhatnagar,No remarks,40.0
INSP02530,2025-04-13,S0084,1.0,1.0,1.0,0.0,1.0,Amaira Upadhyay,Needs repair,20.0
INSP02777,2025-10-22,SCH0270,1.0,1.0,0.0,1.0,0.0,Advika Chacko,No Remarks,40.0
INSP02113,2025-05-14,SCH0325,1.0,1.0,1.0,1.0,0.0,Kiaan Wable,Toilets locked,20.0
INSP01796,2026-03-26,SCH0041,1.0,1.0,1.0,,0.0,Hitesh Atwal,Good condition,25.0
INSP01698,2025-12-29,SCH0552,,,0.0,1.0,,Chakradev Sengupta,Average,50.0
INSP00260,2025-12-14,SCH0057,1.0,1.0,0.0,,1.0,Zayyan Solanki,No remarks,25.0
INSP02913,2025-10-21,SCH0015,1.0,0.0,1.0,,0.0,Atharv Varty,Good condition,50.0
INSP02415,2025-10-23,SCH0259,1.0,1.0,1.0,0.0,0.0,Akshay Bahri,No remarks,40.0
INSP01351,2025-11-01,SCH0462,1.0,1.0,1.0,1.0,1.0,Ekantika Nazareth,Average,0.0
INSP02517,2025-05-23,SCH0266,0.0,,1.0,,0.0,Pranit Tata,No Remarks,66.67
INSP01107,2025-04-12,SCH0179,1.0,0.0,1.0,0.0,1.0,Devika Kari,Good condition,40.0
INSP02532,2025-09-26,S0116,1.0,1.0,,1.0,1.0,William Biswas,Needs repair,0.0
INSP01878,2026-03-20,0053,1.0,1.0,,1.0,1.0,Onkar Din,Good condition,0.0
INSP01657,2025-05-15,SCH0163,1.0,0.0,1.0,0.0,1.0,Vidhi Mall,No remarks,40.0
INSP01094,2025-02-11,SCH0489,1.0,1.0,1.0,,1.0,Advika Munshi,No Remarks,0.0
INSP02856,2026-01-07,SCH0547,1.0,1.0,1.0,0.0,0.0,Wishi Narang,No Remarks,40.0
INSP02449,2025-11-20,SCH0486,1.0,,,,0.0,George Om,No Remarks,50.0
INSP00457,2025-12-18,0232,1.0,1.0,1.0,1.0,1.0,Zehaan Guha,No Remarks,0.0
INSP00463,2025-10-26,SCH0078,1.0,0.0,1.0,,1.0,Oeshi Krishna,Average,25.0
INSP01692,2025-07-01,SCH0156,1.0,1.0,1.0,1.0,0.0,Aditya Mukhopadhyay,Needs repair,20.0
INSP01668,2025-04-10,SCH0339,1.0,0.0,1.0,0.0,,Unknown Inspector,Average,50.0
INSP01414,2025-05-15,0096,0.0,1.0,1.0,1.0,1.0,Nirja Chawla,Toilets locked,20.0
INSP00382,2026-01-19,SCH0242,1.0,1.0,0.0,,1.0,Harsh Chadha,No remarks,25.0
INSP02939,2025-09-22,SCH0433,1.0,1.0,1.0,0.0,1.0,Varsha Tandon,Average,20.0
INSP01534,2025-07-10,S0208,0.0,0.0,1.0,1.0,1.0,Libni Deol,No Remarks,40.0
INSP02473,2025-11-03,SCH0205,1.0,,1.0,,1.0,Upadhriti Rai,No Remarks,0.0
INSP02442,2026-02-21,SCH0512,0.0,,1.0,1.0,1.0,Krish Sinha,Good condition,25.0
INSP00966,2025-06-19,SCH0426,0.0,1.0,1.0,1.0,,Aishani Kara,No remarks,25.0
INSP02842,2025-07-18,SCH0113,1.0,1.0,0.0,0.0,1.0,Chakrika Kata,Good condition,40.0
INSP01778,2026-03-12,SCH0556,1.0,1.0,1.0,0.0,0.0,Urvashi Batra,Toilets locked,40.0
INSP00943,2025-05-05,S0356,0.0,1.0,1.0,0.0,,Anmol Deshmukh,Good condition,50.0
INSP00060,2025-05-31,SCH0564,1.0,,1.0,,1.0,Geetika Kapoor,Average,0.0
INSP02391,2026-01-07,SCH0301,0.0,1.0,1.0,1.0,,Irya Mittal,No Remarks,25.0
INSP02859,2026-03-12,SCH0279,0.0,,0.0,1.0,,Unknown Inspector,Average,66.67
INSP01766,2026-05-01,0360,,1.0,0.0,0.0,,Ayush Mann,Needs repair,66.67
INSP01576,2025-08-11,SCH0099,1.0,1.0,1.0,1.0,0.0,Omya Swaminathan,Toilets locked,20.0
INSP02484,2026-03-19,SCH0510,1.0,1.0,,0.0,0.0,Panini Nayar,Good condition,50.0
INSP02411,2025-12-22,SCH0105,0.0,0.0,1.0,1.0,1.0,Andrew Chahal,Toilets locked,40.0
INSP01028,2026-01-22,SCH0107,,1.0,1.0,0.0,1.0,Isha Vohra,Good condition,25.0
INSP00658,2026-03-21,SCH0117,,1.0,1.0,0.0,1.0,Peter Rao,Good condition,25.0
INSP01314,2025-08-11,SCH0351,0.0,1.0,,1.0,,Siya Sahni,Toilets locked,33.33
INSP00846,2025-06-28,SCH0190,1.0,,1.0,0.0,1.0,Unknown Inspector,Needs repair,25.0
INSP00543,2026-01-24,SCH0327,1.0,1.0,1.0,,1.0,Advaith Rajagopal,Toilets locked,0.0
INSP00870,2025-08-20,S0454,1.0,1.0,,1.0,0.0,Rachana Mani,No remarks,25.0
INSP01710,2025-05-15,SCH0016,1.0,1.0,1.0,0.0,0.0,Harrison Bera,Toilets locked,40.0
INSP01310,2025-08-09,SCH0249,1.0,1.0,1.0,1.0,0.0,Unknown Inspector,Needs repair,20.0
INSP02227,2025-08-11,SCH0097,1.0,1.0,1.0,,0.0,Xiti Walla,Needs repair,25.0
INSP02579,2025-12-12,SCH0008,1.0,1.0,1.0,1.0,,Frederick Mistry,Good condition,0.0
INSP01447,2026-03-24,SCH0035,1.0,1.0,1.0,1.0,0.0,Advay Rege,No Remarks,20.0
INSP02644,2025-11-12,SCH0130,1.0,1.0,1.0,1.0,0.0,Madhavi Dey,Average,20.0
INSP01656,2025-03-12,SCH0543,0.0,,1.0,,1.0,Maanas Basu,No remarks,33.33
INSP01504,2025-10-29,SCH0236,1.0,1.0,1.0,,,Akshay Iyengar,No remarks,0.0
INSP01085,2026-02-07,SCH0262,1.0,1.0,1.0,0.0,,Yashasvi Amble,Average,25.0
INSP02379,2026-03-30,SCH0284,1.0,,1.0,1.0,1.0,Oscar Basak,No remarks,0.0
INSP01433,2025-05-30,0590,1.0,1.0,0.0,1.0,0.0,Akshay Narayan,Average,40.0
INSP02546,2025-11-06,SCH0182,1.0,,1.0,1.0,1.0,Anjali Magar,Needs repair,0.0
INSP01892,2025-08-31,SCH0238,1.0,1.0,1.0,,0.0,Jairaj Hegde,Good condition,25.0
INSP01062,2025-05-13,SCH0009,0.0,1.0,0.0,1.0,1.0,Lipika Cherian,Average,40.0
INSP00436,2025-12-23,SCH0581,1.0,1.0,1.0,1.0,0.0,Aachal Pai,Good condition,20.0
INSP02474,2026-10-01,SCH0352,1.0,1.0,1.0,1.0,,Abeer Toor,No remarks,0.0
INSP00238,2025-09-08,SCH0166,0.0,1.0,1.0,1.0,,Hiral Goda,Toilets locked,25.0
INSP01488,2025-08-17,SCH0242,1.0,1.0,1.0,1.0,1.0,Irya Prabhu,Toilets locked,0.0
INSP02728,2025-06-30,SCH0282,0.0,1.0,1.0,1.0,1.0,Hiral Morar,No Remarks,20.0
INSP00110,2025-04-23,SCH0119,0.0,1.0,1.0,0.0,0.0,Eiravati Chaudhuri,Toilets locked,60.0
INSP02084,2025-09-11,SCH0283,,0.0,1.0,1.0,0.0,Naveen Bhandari,Good condition,50.0
INSP00782,2026-01-10,SCH0162,1.0,1.0,,1.0,1.0,Tanveer Dyal,Toilets locked,0.0
INSP00164,2026-02-05,SCH0163,0.0,,1.0,1.0,0.0,Vedhika Bora,Good condition,50.0
INSP00289,2025-12-27,SCH0457,1.0,1.0,1.0,1.0,0.0,Parth Bhatnagar,No Remarks,20.0
INSP00253,2025-07-07,SCH0006,,1.0,0.0,1.0,1.0,Nicholas Agate,Toilets locked,25.0
INSP01118,2025-07-08,SCH0382,,1.0,0.0,0.0,1.0,Aishani Keer,Needs repair,50.0
INSP02127,2025-12-15,SCH0350,,1.0,1.0,1.0,0.0,Tara Oza,Good condition,25.0
INSP01739,2025-06-06,SCH0436,,1.0,0.0,1.0,1.0,Zilmil Kumar,No Remarks,25.0
INSP00768,2026-02-19,SCH0172,0.0,0.0,1.0,0.0,0.0,Chatura Pradhan,Good condition,80.0
INSP00788,2025-07-06,SCH0421,1.0,1.0,1.0,0.0,1.0,Jeet Roy,Average,20.0
INSP01443,2025-09-30,SCH0463,1.0,1.0,1.0,1.0,1.0,Jairaj Chaudhary,Good condition,0.0
INSP00927,2025-04-03,SCH0420,,1.0,0.0,1.0,1.0,Unknown Inspector,Good condition,25.0
INSP01836,2025-07-19,SCH0134,1.0,,1.0,0.0,1.0,Lavanya Seshadri,Average,25.0
INSP01287,2025-05-29,SCH0119,,1.0,,1.0,1.0,Qarin Bhavsar,No remarks,0.0
INSP01554,2026-01-21,SCH0575,1.0,1.0,1.0,0.0,,Urvashi Mann,Average,25.0
INSP02457,2025-08-02,SCH0475,,,1.0,1.0,,Liam Munshi,Good condition,0.0
INSP02230,2025-05-20,SCH0207,1.0,1.0,,1.0,0.0,Nachiket Gara,Good condition,25.0
INSP02752,2025-11-21,SCH0255,1.0,1.0,1.0,1.0,1.0,Urmi Shetty,No remarks,0.0
INSP02313,2025-08-17,SCH0542,1.0,1.0,1.0,1.0,,Gunbir Pingle,Average,0.0
INSP02563,2026-01-23,0049,1.0,1.0,1.0,0.0,0.0,Unknown Inspector,Average,40.0
INSP00848,2025-07-02,SCH0009,1.0,1.0,0.0,0.0,1.0,Vasatika Khanna,Good condition,40.0
INSP01438,2026-01-01,SCH0081,,0.0,1.0,1.0,0.0,Diya Anand,Toilets locked,50.0
INSP02541,2025-07-27,SCH0566,,1.0,1.0,,,Vamakshi Sura,Good condition,0.0
INSP00462,2025-01-04,SCH0277,0.0,1.0,1.0,1.0,0.0,Tanmayi Vasa,Toilets locked,40.0
INSP02357,2025-06-29,SCH0059,,1.0,,0.0,1.0,Robert Rattan,No Remarks,33.33
INSP01603,2025-04-10,SCH0473,1.0,1.0,1.0,1.0,1.0,Unknown Inspector,Toilets locked,0.0
INSP00158,2025-07-17,SCH0331,1.0,,1.0,1.0,1.0,Umang Pai,Toilets locked,0.0
INSP02523,2025-07-30,SCH0256,1.0,1.0,0.0,0.0,0.0,Anita Dhingra,Good condition,60.0
INSP02087,2025-11-06,SCH0140,1.0,1.0,1.0,1.0,0.0,Noah Narayanan,Good condition,20.0
INSP01805,2025-12-05,SCH0594,,1.0,1.0,1.0,1.0,Gavin Chahal,Needs repair,0.0
INSP00678,2026-02-17,SCH0230,1.0,1.0,1.0,,0.0,Praneel Borde,Average,25.0
INSP01874,2025-10-17,S0304,0.0,1.0,,0.0,0.0,Luke Pingle,Toilets locked,75.0
INSP02373,2026-02-22,SCH0532,0.0,1.0,1.0,0.0,1.0,Unknown Inspector,Toilets locked,40.0
INSP00239,2026-04-03,SCH0449,1.0,0.0,1.0,0.0,1.0,Unknown Inspector,No Remarks,40.0
INSP00980,2025-07-20,SCH0600,1.0,1.0,1.0,1.0,0.0,Geetika Srinivasan,Needs repair,20.0
INSP01221,2025-05-27,S0542,1.0,1.0,,0.0,,Chanchal Narula,Toilets locked,33.33
INSP00244,2025-11-09,SCH0353,1.0,1.0,1.0,1.0,1.0,Samaksh Barad,Toilets locked,0.0
INSP00101,2025-09-16,SCH0478,1.0,1.0,0.0,1.0,1.0,Jalsa Chaudry,Good condition,20.0
INSP00316,2025-07-14,SCH0212,1.0,1.0,1.0,,0.0,Unknown Inspector,Average,25.0
INSP01011,2026-03-03,SCH0556,,1.0,1.0,,1.0,Umang Sahota,No remarks,0.0
INSP02584,2026-02-10,SCH0380,0.0,1.0,1.0,1.0,1.0,Jacob Jha,Toilets locked,20.0
INSP02583,2025-10-20,0116,0.0,1.0,1.0,,1.0,Nirja Rama,No Remarks,25.0
INSP01056,2025-09-03,SCH0467,1.0,1.0,1.0,,0.0,Alka Gopal,No remarks,25.0
INSP00262,2025-06-25,SCH0232,1.0,1.0,,1.0,1.0,Utkarsh Oak,No remarks,0.0
INSP01834,2025-11-09,SCH0295,1.0,1.0,1.0,0.0,1.0,Unknown Inspector,Good condition,20.0
INSP00196,2025-11-02,SCH0465,0.0,,,1.0,0.0,Om Issac,No Remarks,66.67
INSP01980,2025-07-06,SCH0115,1.0,,1.0,1.0,0.0,Unknown Inspector,Average,25.0
INSP02950,2026-02-26,SCH0314,0.0,1.0,1.0,1.0,1.0,Mahika Sankaran,Average,20.0
INSP02384,2025-10-28,SCH0346,0.0,,,0.0,0.0,Zehaan Dugar,Toilets locked,100.0
INSP00180,2025-09-09,SCH0417,0.0,1.0,1.0,0.0,1.0,Urishilla Shere,Good condition,40.0
INSP00835,2026-02-24,SCH0572,0.0,0.0,1.0,0.0,0.0,Krishna Sama,No remarks,80.0
INSP00843,2026-02-10,SCH0229,0.0,,1.0,1.0,0.0,Vaishnavi Salvi,No remarks,50.0
INSP02441,2026-02-07,SCH0485,,,1.0,,1.0,Nirja Khurana,No remarks,0.0
INSP01581,2025-01-08,SCH0205,1.0,1.0,1.0,,0.0,Anirudh Purohit,Toilets locked,25.0
INSP01038,2026-01-23,SCH0465,1.0,,1.0,1.0,,Vrishti Balakrishnan,Good condition,0.0
INSP00341,2025-05-07,SCH0098,1.0,1.0,0.0,1.0,0.0,Lohit Bala,Needs repair,40.0
INSP01180,2025-10-02,SCH0451,,0.0,,0.0,0.0,Rachana Chander,Needs repair,100.0
INSP01988,2025-12-26,SCH0188,1.0,,0.0,1.0,0.0,Veda Rao,Average,50.0
INSP00749,2026-03-09,SCH0065,1.0,0.0,0.0,,0.0,Kala Kale,No remarks,75.0
INSP01193,2025-04-30,SCH0137,1.0,1.0,1.0,0.0,1.0,Faraj Sura,Average,20.0
INSP00663,2025-11-30,S0424,1.0,,1.0,1.0,0.0,Manan Bhattacharyya,No Remarks,25.0
INSP00481,2025-05-29,SCH0019,,1.0,,0.0,1.0,Amaira Balakrishnan,No remarks,33.33
INSP00804,2025-12-03,SCH0524,1.0,1.0,1.0,0.0,0.0,Waida Handa,Good condition,40.0
INSP01455,2025-12-26,SCH0322,1.0,1.0,1.0,1.0,,Nihal Dasgupta,No Remarks,0.0
INSP01499,2025-08-01,0512,1.0,,,0.0,1.0,Urvi Warrior,Good condition,33.33
INSP02562,2026-03-25,SCH0118,0.0,1.0,,1.0,1.0,Unknown Inspector,Toilets locked,25.0
INSP00550,2025-10-17,SCH0554,1.0,1.0,,0.0,0.0,Unnati Chacko,Toilets locked,50.0
INSP01741,2025-09-06,SCH0125,1.0,,1.0,1.0,1.0,Yochana Dhillon,Needs repair,0.0
INSP00784,2025-06-06,SCH0334,,1.0,0.0,0.0,0.0,Daksh Sachdev,No remarks,75.0
INSP02848,2025-04-18,SCH0146,1.0,0.0,,,1.0,Lajita Mohanty,Average,33.33
INSP02314,2025-04-22,SCH0159,0.0,1.0,1.0,1.0,,Lila Sundaram,Average,25.0
INSP00743,2025-04-24,SCH0420,,1.0,1.0,0.0,,Tanay Borde,Needs repair,33.33
INSP02578,2025-11-21,SCH0514,1.0,1.0,1.0,1.0,1.0,Manan Kapur,Toilets locked,0.0
INSP02611,2025-05-19,S0097,,,0.0,,1.0,Unknown Inspector,Average,50.0
INSP01764,2026-01-31,SCH0019,1.0,1.0,1.0,,1.0,Unknown Inspector,Good condition,0.0
INSP02273,2025-05-25,SCH0483,1.0,,1.0,1.0,0.0,Wishi Sachdeva,No remarks,25.0
INSP02085,2025-09-12,SCH0286,,1.0,1.0,1.0,1.0,Ekta Gala,Good condition,0.0
INSP01781,2025-09-19,SCH0492,1.0,1.0,1.0,1.0,0.0,Divya Chaudhuri,Needs repair,20.0
INSP02419,2026-01-08,SCH0221,1.0,1.0,1.0,1.0,0.0,Kamala Sampath,No remarks,20.0
INSP01128,2026-03-18,SCH0022,1.0,1.0,1.0,0.0,1.0,Neel Singhal,Toilets locked,20.0
