inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP00044,2025-09-28,SCH0456,True,True,True,False,False,Girindra Chana,Needs repair
INSP00088,2025-11-23,SCH0282,False,False,True,,True,Yuvraj Bhargava,Good condition
INSP00930,2025-12-10,SCH0012,True,True,False,True,True,Watika Subramaniam,No remarks
INSP01125,2026-01-18,SCH0530,True,True,True,True,True,Gauri Chaudry,
INSP01772,2025-11-04,SCH0231,True,False,True,True,True,Indira Wali,Toilets locked
INSP01018,2026-01-07,SCH0531,True,True,True,True,True,Udant Kumer,Needs repair
INSP00283,2026-02-28,SCH0486,True,True,False,False,,Abhiram Singh,
INSP00694,2025-05-14,SCH0341,True,True,True,True,False,Maya Saraf,Average
INSP01942,2026-02-12,SCH0137,True,True,True,True,False,Reyansh Kata,Average
INSP02910,2025-06-09,SCH0070,True,True,False,True,True,Krisha Tailor,Toilets locked
INSP02990,2026-03-08,SCH0521,True,True,False,True,False,Upma Soman,Needs repair
INSP02112,2025-09-28,SCH0265,False,True,True,True,True,Jhalak Vig,Toilets locked
INSP00534,2025-12-24,SCH0219,True,True,True,True,False,Aadi Mukhopadhyay,Toilets locked
INSP01179,2025-06-19,SCH0336,True,True,True,,False,Ekantika Char,
INSP02581,2026-01-11,SCH0014,True,True,True,False,True,David Dyal,
INSP00790,2025-05-02,SCH0457,,True,True,True,False,,Average
INSP02482,2025-07-03,SCH0513,True,True,True,True,True,Leena Mohan,Toilets locked
INSP02516,2025-10-24,SCH0293,True,True,True,False,,Samaksh Thakkar,
INSP02228,2025-07-28,SCH0210,True,True,True,True,False,Dominic Salvi,Average
INSP00875,2025-06-18,SCH0146,True,True,True,True,False,Diya Suresh,
INSP00766,2026-02-20,SCH0268,True,True,True,True,True,Ayush Bakshi,Needs repair
INSP01042,2026-02-21,SCH0330,True,True,True,False,True,Gautami Ganguly,Good condition
INSP00791,2025-07-28,SCH0466,False,True,True,False,,Ishanvi Khatri,No remarks
INSP02816,2025-09-27,SCH0503,True,True,True,True,True,Warda Chander,No remarks
INSP01566,2025-06-14,SCH0298,True,True,True,True,False,Sathvik Mallick,Good condition
INSP02311,2026-02-27,SCH0090,True,True,True,True,False,Abhimanyu Srinivasan,
INSP02190,2025-11-17,SCH0600,True,True,True,False,False,Sanya Gokhale,Average
INSP02305,2025-07-07,SCH0151,True,True,False,False,False,Nitara Devi,Good condition
INSP02989,2025-04-20,SCH0380,False,True,True,True,False,Advika Mitra,
INSP00222,2025-10-13,SCH0015,True,True,True,,True,Warjas Goda,
INSP00544,2025-08-06,SCH0233,True,True,True,True,False,Amara Tiwari,
INSP01424,2025-08-01,SCH0354,False,False,True,True,False,Nikita Sampath,
INSP02259,2025-06-29,SCH0136,True,True,True,True,False,Vedant Prashad,Needs repair
INSP00706,2025-02-10,SCH0307,True,True,True,False,,Vincent Singh,Average
INSP02466,2025-09-10,SCH0421,True,True,True,False,False,Arya Pal,Needs repair
INSP01007,2025-08-20,SCH0410,True,True,True,,False,Darsh Lala,
INSP01794,2025-12-08,SCH0208,True,True,True,False,True,Ekani Rajagopal,Average
INSP02782,2025-10-05,SCH0592,True,False,True,True,True,Anmol Palla,Needs repair
INSP02930,2026-02-27,SCH0288,True,,True,False,True,Peter Lala,Needs repair
INSP00979,2025-08-04,SCH0488,True,True,True,False,False,Shaurya Krishnan,Needs repair
INSP01905,2025-09-22,SCH0562,True,True,True,False,False,Ganga Bahri,Needs repair
INSP00273,2025-09-08,SCH0413,True,False,True,False,True,Eiravati Gara,
INSP00522,2025-12-24,SCH0509,True,True,True,False,True,Jason Swamy,Needs repair
INSP00523,2025-10-15,SCH0419,True,True,False,True,False,Gagan Acharya,Good condition
INSP01069,2025-08-30,SCH0439,True,True,True,True,True,Qadim Barad,Needs repair
INSP02068,2025-07-01,SCH0378,True,True,True,False,True,Tanay Vala,
INSP00351,2025-08-19,SCH0141,False,True,True,True,,Rachit Das,
INSP02248,2025-12-18,SCH0306,True,True,False,False,False,Yatan Sandal,Good condition
INSP01850,2025-07-24,SCH0161,True,False,True,False,False,Nisha Datta,Needs repair
INSP02439,2025-10-31,SCH0212,True,True,True,False,True,Chakradhar Kohli,Good condition
INSP00652,2025-05-08,SCH0276,True,True,True,True,True,,
INSP01808,2025-09-19,SCH0007,True,True,True,False,True,Mugdha Jayaraman,Toilets locked
INSP02726,2026-02-03,SCH0314,False,True,False,True,True,Warhi Shetty,Needs repair
INSP02528,2025-10-27,SCH0096,False,True,True,True,True,Urvi Chaudhry,
INSP01346,2025-08-29,SCH0341,True,True,False,True,False,Samar Keer,Toilets locked
INSP01079,2025-05-11,SCH0420,False,True,True,True,False,Rishi Mani,No remarks
INSP02745,2026-01-21,SCH0436,True,True,True,False,False,Janya Jayaraman,Toilets locked
INSP00169,2025-11-04,SCH0373,True,True,True,True,False,Samuel Barad,Good condition
INSP02636,2026-02-01,SCH0209,True,True,True,True,True,Fariq Samra,No remarks
INSP02604,2025-04-14,SCH0411,True,True,True,True,True,Anay Karan,
INSP02924,2025-07-18,SCH0042,False,True,True,True,False,Manthan Bali,Good condition
INSP02070,2025-07-27,SCH0344,True,True,True,False,True,Reyansh Narayanan,Average
INSP02324,2025-08-13,SCH0493,True,False,False,False,True,Ati Wagle,Average
INSP01934,2025-05-25,SCH0404,False,True,False,True,True,Wahab Chaudhry,Average
INSP01638,2026-01-21,SCH0392,False,False,True,True,False,Keya Jain,Good condition
INSP01838,2025-08-30,SCH0579,True,True,True,False,True,Peter Varkey,Average
INSP01376,2025-07-23,SCH0513,True,True,True,True,True,Tejas Patla,Good condition
INSP02354,2025-09-25,SCH0484,False,True,True,False,False,Charles Patla,No remarks
INSP00220,2025-06-23,SCH0228,True,True,,True,False,Ayush Chada,No remarks
INSP00368,2025-04-06,SCH0445,True,True,True,True,False,,Toilets locked
INSP02804,2025-08-04,SCH0220,,True,True,True,True,Pushti Wagle,
INSP00950,2025-12-28,SCH0446,True,True,True,True,False,Varenya Ramaswamy,
INSP02399,2026-01-27,SCH0077,True,,True,False,False,Anamika Parekh,No remarks
INSP02253,2026-02-13,SCH0533,False,True,True,True,False,,Needs repair
INSP01457,2025-10-17,SCH0334,False,True,False,True,False,Yauvani Gade,
INSP00352,2025-04-27,SCH0196,True,True,True,True,False,Charita Kant,Needs repair
INSP01098,2026-01-29,SCH0340,False,True,,,False,Theodore Chaudhari,
INSP01264,2025-06-25,SCH0083,True,True,True,False,False,,
INSP02239,2025-06-19,SCH0190,False,True,True,True,True,Yatan Iyengar,Needs repair
INSP00491,2025-06-29,SCH0218,,True,True,False,True,Zashil Narang,
INSP02827,2025-10-16,SCH0196,True,True,False,True,False,Mekhala Wadhwa,Good condition
INSP02494,2026-03-09,SCH0516,True,True,True,False,True,Nathaniel Das,Toilets locked
INSP00499,2025-04-24,SCH0447,False,True,True,True,False,Qabil Varty,No remarks
INSP02789,2025-09-01,SCH0100,True,True,True,True,False,Alka Prabhu,
INSP00211,2026-02-09,SCH0164,True,True,False,False,False,Ekapad Kulkarni,Needs repair
INSP00898,2025-07-03,SCH0006,False,False,False,True,True,Warda Basak,Needs repair
INSP01205,2026-02-12,SCH0352,True,True,True,True,False,Wakeeta Dar,No remarks
INSP00651,2025-12-31,SCH0206,True,True,False,True,False,Henry Om,Needs repair
INSP00228,2026-03-23,SCH0168,True,True,True,True,True,,
INSP00366,2026-02-20,SCH0238,True,True,True,True,False,Ira Bhagat,
INSP02223,2025-06-10,SCH0369,False,True,False,True,False,,
INSP00277,2026-02-17,SCH0318,True,True,True,True,True,Robert Tandon,Good condition
INSP02099,2025-05-14,SCH0073,True,True,True,True,False,Janaki Kulkarni,Average
INSP01114,2025-11-19,SCH0431,True,False,True,False,True,Mitesh Bains,Toilets locked
INSP00737,2026-01-12,SCH0465,True,True,True,True,True,Siddharth Kakar,No remarks
INSP02575,2026-07-01,SCH0335,True,True,True,False,False,Laksh Nayak,Average
INSP01994,2025-12-08,SCH0017,False,True,True,False,False,,No remarks
INSP00408,2025-06-09,SCH0411,False,True,True,False,True,Eesha Khalsa,Needs repair
INSP02417,2025-04-03,SCH0482,True,False,True,True,True,Devansh Sathe,Needs repair
INSP02506,2025-05-01,SCH0521,True,True,True,True,False,Xalak Dixit,Average
INSP02458,2026-01-17,SCH0411,True,True,False,,False,Alexander Varughese,Average
INSP02247,2025-06-03,SCH0378,,True,False,False,False,Jackson Sinha,No remarks
INSP02531,2025-07-06,SCH0580,True,True,True,True,False,Azad Sengupta,No remarks
INSP01771,2025-08-11,SCH0085,True,False,,True,False,Azaan Ramanathan,Toilets locked
INSP00008,2025-06-04,SCH0059,True,True,True,True,False,Falak Karpe,Good condition
INSP01492,2025-12-12,SCH0268,False,False,True,True,,,
INSP01533,2025-05-30,SCH0032,True,True,True,True,False,Charles Sagar,Average
INSP01801,2025-09-26,SCH0417,True,True,True,True,False,Barkha Upadhyay,Needs repair
INSP00416,2025-07-22,SCH0024,False,True,True,True,False,Jason Kannan,Needs repair
INSP01607,2026-01-21,SCH0064,True,,True,True,True,Jasmit Kurian,Average
INSP00840,2025-08-30,SCH0226,True,True,True,,True,Omisha Dua,Toilets locked
INSP01763,2025-02-07,SCH0420,True,True,False,False,True,,Good condition
INSP00865,2026-11-01,SCH0583,False,True,False,False,True,Atharv Dara,Average
INSP00200,2025-11-26,SCH0193,True,True,True,True,False,Oviya Keer,Average
INSP01117,2025-09-23,SCH0413,True,True,True,False,False,Varsha Mohanty,
INSP00284,2025-04-24,SCH0493,False,True,False,False,True,Bhavani Tak,
INSP00232,2026-01-10,SCH0433,True,True,False,True,False,Jairaj D’Alia,Average
INSP02992,2026-03-22,SCH0015,False,True,True,False,False,Megha Keer,No remarks
INSP01081,2025-04-10,SCH0226,True,True,True,True,False,Vritti Bhalla,Toilets locked
INSP00097,2025-07-11,SCH0429,True,True,True,True,True,Abhiram Kapadia,Average
INSP01508,2025-07-29,SCH0310,True,True,True,False,True,Vidhi Butala,Good condition
INSP02760,2025-09-10,SCH0170,True,True,True,True,True,Anmol Venkataraman,No remarks
INSP01813,2025-12-14,SCH0532,True,True,True,False,True,Hemani Lad,
INSP02936,2025-08-14,SCH0151,True,True,True,False,False,Ojas Gola,Toilets locked
INSP01201,2025-12-06,SCH0297,True,False,True,False,False,Samar Bhatt,
INSP02587,2025-04-24,SCH0338,True,True,False,True,True,David Shanker,No remarks
INSP02720,2026-03-12,SCH0294,True,True,True,True,True,Janani Keer,Average
INSP02556,2025-11-17,SCH0524,True,True,True,False,True,Jagat Kade,No remarks
INSP01890,2025-09-21,SCH0312,True,True,True,False,False,Samaksh Kant,No remarks
INSP00105,2025-07-28,SCH0086,,True,True,True,True,Maya Tella,
INSP02350,2025-09-29,SCH0094,True,True,True,True,True,,Needs repair
INSP01928,2025-07-19,SCH0096,True,True,True,True,True,Sai Karan,No remarks
INSP02715,2025-05-10,SCH0239,False,True,True,True,True,Anvi Gara,Needs repair
INSP01124,2026-01-31,SCH0364,False,True,False,True,True,Gavin Mall,
INSP02009,2025-12-11,SCH0146,True,True,True,True,True,Vrinda Ratta,
INSP00806,2025-12-28,SCH0231,False,True,True,False,False,,Good condition
INSP02409,2026-03-15,SCH0182,True,True,True,True,False,Riya Dewan,No remarks
INSP02582,2026-03-23,SCH0500,True,True,True,False,,Maya Mammen,No remarks
INSP00745,2025-09-20,SCH0264,True,True,True,True,True,Ijaya Ramesh,No remarks
INSP00227,2025-12-07,SCH0420,True,True,True,False,True,Bhavika Gandhi,Needs repair
INSP01222,2025-11-10,SCH0556,False,True,False,True,False,,No remarks
INSP01293,2025-11-20,SCH0385,True,True,True,True,False,Wyatt Doctor,Toilets locked
INSP02421,2025-11-20,SCH0110,False,True,False,True,False,Yash Sagar,Needs repair
INSP02092,2026-03-30,SCH0466,True,True,True,False,False,Maanav Gour,Needs repair
INSP01030,2026-03-11,SCH0547,True,True,True,False,False,Vedhika Saha,Average
INSP00890,2025-09-20,SCH0423,False,True,True,False,True,,No remarks
INSP01617,2026-02-28,SCH0432,True,True,True,False,True,Chanchal Bhardwaj,Average
INSP01111,2026-01-04,SCH0438,True,True,True,False,False,Avni Kuruvilla,
INSP02116,2025-07-14,SCH0215,True,True,True,False,False,Pavani Saini,Needs repair
INSP02763,2025-11-05,SCH0330,False,True,True,True,False,Isha Walia,No remarks
INSP01043,2025-10-28,SCH0379,True,True,True,True,True,,
INSP01777,2025-06-04,SCH0080,True,True,True,True,True,Zaitra Keer,Needs repair
INSP00465,2025-09-07,SCH0211,True,False,True,True,False,,Needs repair
INSP00882,2025-04-02,SCH0313,True,,True,True,,Hardik Guha,No remarks
INSP02156,2025-04-28,SCH0302,,True,True,False,False,Aadhya Baral,Good condition
INSP01423,2025-07-04,SCH0416,True,True,True,False,False,Geetika Garde,Average
INSP00773,2025-09-09,SCH0413,True,True,True,False,True,Vidhi Karpe,Toilets locked
INSP01768,2025-11-26,SCH0544,True,True,True,False,False,Pranit Deep,Needs repair
INSP01065,2025-06-27,SCH0074,True,True,False,True,False,Jalsa Gokhale,Good condition
INSP00213,2025-05-23,SCH0284,True,True,True,False,False,Vasudha Bal,No remarks
INSP00013,2026-01-05,SCH0345,False,True,True,True,False,Advik Edwin,No remarks
INSP00423,2025-10-17,SCH0321,False,True,,False,True,Sathvik Balasubramanian,Average
INSP02368,2025-09-05,SCH0384,True,True,True,True,True,Zinal Chaudhary,Toilets locked
INSP01054,2025-06-22,SCH0476,True,,False,True,,Varenya Ramakrishnan,Needs repair
INSP01230,2025-10-07,SCH0456,True,True,False,True,True,Lila Contractor,No remarks
INSP01456,2026-11-03,SCH0323,True,True,True,True,False,,Toilets locked
INSP00742,2025-11-06,SCH0455,False,,True,False,True,Oviya Panchal,Needs repair
INSP02776,2025-07-09,SCH0139,True,True,True,False,True,Lakshit Sur,
INSP02700,2026-03-17,SCH0252,True,True,True,True,False,Rachita Rana,Needs repair
INSP02329,2026-03-13,SCH0596,True,False,True,True,False,Baljiwan Mani,
INSP00799,2026-01-19,SCH0035,False,True,False,True,False,Megha Sanghvi,Average
INSP01432,2025-05-20,SCH0057,True,False,True,True,True,Hamsini Dugar,Toilets locked
INSP02427,2025-09-11,SCH0074,False,True,False,True,False,Pooja Kunda,Needs repair
INSP00510,2025-05-08,SCH0101,False,True,True,True,True,Radha Sunder,Average
INSP00645,2025-10-18,SCH0589,True,True,False,True,False,Amaira Padmanabhan,Average
INSP00598,2025-10-06,SCH0276,True,True,True,,False,Niharika Pillai,Needs repair
INSP02714,2025-07-10,SCH0592,False,True,False,False,False,Andrew Batta,Good condition
INSP01162,2025-05-28,SCH0527,True,True,True,True,False,Sathvik Lala,Average
INSP01362,2025-07-13,SCH0206,False,False,True,False,,Vritti Som,No remarks
INSP00858,2025-07-05,SCH0189,False,True,True,True,True,Imaran Mohan,No remarks
INSP02780,2025-12-12,SCH0072,True,True,,False,False,Charita Mangat,No remarks
INSP00519,2025-07-27,SCH0309,True,False,True,False,True,,No remarks
INSP00965,2025-02-07,SCH0287,True,True,True,True,True,Kashish Sankaran,Toilets locked
INSP02968,2025-10-04,SCH0074,True,False,False,False,True,Kavya Shan,
INSP00574,2025-08-17,SCH0434,True,True,False,True,True,Yashasvi More,No remarks
INSP02865,2025-04-27,SCH0095,False,True,False,True,True,Isaiah Rastogi,Average
INSP02544,2025-05-10,SCH0046,True,True,True,True,True,,
INSP02107,2025-12-27,SCH0459,True,True,True,False,True,Fitan Devan,Needs repair
INSP02754,2025-10-12,SCH0363,False,True,True,True,False,Vansha Buch,Good condition
INSP01308,2025-07-15,SCH0173,True,True,False,True,True,Jack Subramanian,
INSP01587,2025-04-18,SCH0254,True,True,True,False,True,Ryan Srinivasan,Needs repair
INSP00124,2025-12-18,SCH0515,False,False,True,True,False,Deepa Parmar,Average
INSP01498,2025-10-26,SCH0324,True,True,True,False,False,Advik Lata,No remarks
INSP00221,2025-07-19,SCH0090,True,True,True,False,True,Finn Ranganathan,Needs repair
INSP00359,2025-09-02,SCH0288,False,True,True,False,True,Irya Bhatnagar,No remarks
INSP02530,2025-04-13,SCH0084,True,True,True,False,True,Amaira Upadhyay,Needs repair
INSP02777,2025-10-22,SCH0270,True,True,False,True,False,Advika Chacko,
INSP02113,2025-05-14,SCH0325,True,True,True,True,False,Kiaan Wable,Toilets locked
INSP01796,2026-03-26,SCH0041,True,True,True,False,False,Hitesh Atwal,Good condition
INSP01698,2025-12-29,SCH0552,True,True,False,True,False,Chakradev Sengupta,Average
INSP00260,2025-12-14,SCH0057,True,True,False,False,True,Zayyan Solanki,No remarks
INSP02913,2025-10-21,SCH0015,True,False,True,True,False,Atharv Varty,Good condition
INSP02415,2025-10-23,SCH0259,True,True,True,False,False,Akshay Bahri,No remarks
INSP01351,2025-11-01,SCH0462,True,True,True,True,True,Ekantika Nazareth,Average
INSP02517,2025-05-23,SCH0266,False,False,True,False,False,Pranit Tata,
INSP01107,2025-12-04,SCH0179,True,False,True,False,True,Devika Kari,Good condition
INSP02532,2025-09-26,SCH0116,True,True,False,True,True,William Biswas,Needs repair
INSP01878,2026-03-20,SCH0053,True,True,True,True,True,Onkar Din,Good condition
INSP01657,2025-05-15,SCH0163,True,False,True,False,True,Vidhi Mall,No remarks
INSP01094,2025-11-02,SCH0489,True,True,True,True,True,Advika Munshi,
INSP02856,2026-01-07,SCH0547,True,True,True,False,False,Wishi Narang,
INSP02449,2025-11-20,SCH0486,True,,False,False,False,George Om,
INSP00457,2025-12-18,SCH0232,True,True,True,True,True,Zehaan Guha,
INSP00463,2025-10-26,SCH0078,True,False,True,False,True,Oeshi Krishna,Average
INSP01692,2025-01-07,SCH0156,True,True,True,True,False,Aditya Mukhopadhyay,Needs repair
INSP01668,2025-04-10,SCH0339,True,False,True,False,True,,Average
INSP01414,2025-05-15,SCH0096,False,True,True,True,True,Nirja Chawla,Toilets locked
INSP00382,2026-01-19,SCH0242,True,True,False,False,True,Harsh Chadha,No remarks
INSP02939,2025-09-22,SCH0433,True,True,True,False,True,Varsha Tandon,Average
INSP01534,2025-10-07,SCH0208,False,False,True,True,True,Libni Deol,
INSP02473,2025-11-03,SCH0205,True,,True,,True,Upadhriti Rai,
INSP02442,2026-02-21,SCH0512,False,False,True,True,True,Krish Sinha,Good condition
INSP00966,2025-06-19,SCH0426,False,True,True,True,True,Aishani Kara,No remarks
INSP02842,2025-07-18,SCH0113,True,True,False,False,True,Chakrika Kata,Good condition
INSP01778,2026-03-12,SCH0556,True,True,True,False,False,Urvashi Batra,Toilets locked
INSP00943,2025-05-05,SCH0356,False,True,True,False,False,Anmol Deshmukh,Good condition
INSP00060,2025-05-31,SCH0564,True,,True,True,True,Geetika Kapoor,Average
INSP02391,2026-01-07,SCH0301,False,True,True,True,False,Irya Mittal,
INSP02859,2026-03-12,SCH0279,False,True,False,True,True,,Average
INSP01766,2026-01-05,SCH0360,True,True,False,False,False,Ayush Mann,Needs repair
INSP01576,2025-08-11,SCH0099,True,True,True,True,False,Omya Swaminathan,Toilets locked
INSP02484,2026-03-19,SCH0510,True,True,True,False,False,Panini Nayar,Good condition
INSP02411,2025-12-22,SCH0105,False,False,True,True,True,Andrew Chahal,Toilets locked
INSP01028,2026-01-22,SCH0107,False,True,True,False,True,Isha Vohra,Good condition
INSP00658,2026-03-21,SCH0117,,True,True,False,True,Peter Rao,Good condition
INSP01314,2025-08-11,SCH0351,False,True,False,True,False,Siya Sahni,Toilets locked
INSP00846,2025-06-28,SCH0190,True,,True,False,True,,Needs repair
INSP00543,2026-01-24,SCH0327,True,True,True,,True,Advaith Rajagopal,Toilets locked
INSP00870,2025-08-20,SCH0454,True,True,True,True,False,Rachana Mani,No remarks
INSP01710,2025-05-15,SCH0016,True,True,True,False,False,Harrison Bera,Toilets locked
INSP01310,2025-09-08,SCH0249,True,True,True,True,False,,Needs repair
INSP02227,2025-08-11,SCH0097,True,True,True,,False,Xiti Walla,Needs repair
INSP02579,2025-12-12,SCH0008,True,True,True,True,False,Frederick Mistry,Good condition
INSP01447,2026-03-24,SCH0035,True,True,True,True,False,Advay Rege,
INSP02644,2025-12-11,SCH0130,True,True,True,True,False,Madhavi Dey,Average
INSP01656,2025-12-03,SCH0543,False,True,True,True,True,Maanas Basu,No remarks
INSP01504,2025-10-29,SCH0236,True,True,True,False,False,Akshay Iyengar,No remarks
INSP01085,2026-02-07,SCH0262,True,True,True,False,,Yashasvi Amble,Average
INSP02379,2026-03-30,SCH0284,True,,True,True,True,Oscar Basak,No remarks
INSP01433,2025-05-30,SCH0590,True,True,False,True,False,Akshay Narayan,Average
INSP02546,2025-11-06,SCH0182,True,False,True,True,True,Anjali Magar,Needs repair
INSP01892,2025-08-31,SCH0238,True,True,True,True,False,Jairaj Hegde,Good condition
INSP01062,2025-05-13,SCH0009,False,True,False,True,True,Lipika Cherian,Average
INSP00436,2025-12-23,SCH0581,True,True,True,True,False,Aachal Pai,Good condition
INSP02474,2026-01-10,SCH0352,True,True,True,True,True,Abeer Toor,No remarks
INSP00238,2025-08-09,SCH0166,False,True,True,True,,Hiral Goda,Toilets locked
INSP01488,2025-08-17,SCH0242,True,True,True,True,True,Irya Prabhu,Toilets locked
INSP02728,2025-06-30,SCH0282,False,True,True,True,True,Hiral Morar,
INSP00110,2025-04-23,SCH0119,False,True,True,False,False,Eiravati Chaudhuri,Toilets locked
INSP02084,2025-09-11,SCH0283,,False,True,True,False,Naveen Bhandari,Good condition
INSP00782,2026-01-10,SCH0162,True,True,True,True,True,Tanveer Dyal,Toilets locked
INSP00164,2026-05-02,SCH0163,False,False,True,True,False,Vedhika Bora,Good condition
INSP00289,2025-12-27,SCH0457,True,True,True,True,False,Parth Bhatnagar,
INSP00253,2025-07-07,SCH0006,,True,False,True,True,Nicholas Agate,Toilets locked
INSP01118,2025-08-07,SCH0382,True,True,False,False,True,Aishani Keer,Needs repair
INSP02127,2025-12-15,SCH0350,True,True,True,True,False,Tara Oza,Good condition
INSP01739,2025-06-06,SCH0436,,True,False,True,True,Zilmil Kumar,
INSP00768,2026-02-19,SCH0172,False,False,True,False,False,Chatura Pradhan,Good condition
INSP00788,2025-06-07,SCH0421,True,True,True,False,True,Jeet Roy,Average
INSP01443,2025-09-30,SCH0463,True,True,True,True,True,Jairaj Chaudhary,Good condition
INSP00927,2025-03-04,SCH0420,False,True,False,True,True,,Good condition
INSP01836,2025-07-19,SCH0134,True,False,True,False,True,Lavanya Seshadri,Average
INSP01287,2025-05-29,SCH0119,True,True,,True,True,Qarin Bhavsar,No remarks
INSP01554,2026-01-21,SCH0575,True,True,True,False,,Urvashi Mann,Average
INSP02457,2025-08-02,SCH0475,True,False,True,True,False,Liam Munshi,Good condition
INSP02230,2025-05-20,SCH0207,True,True,True,True,False,Nachiket Gara,Good condition
INSP02752,2025-11-21,SCH0255,True,True,True,True,True,Urmi Shetty,No remarks
INSP02313,2025-08-17,SCH0542,True,True,True,True,True,Gunbir Pingle,Average
INSP02563,2026-01-23,SCH0049,True,True,True,False,False,,Average
INSP00848,2025-07-02,SCH0009,True,True,False,False,True,Vasatika Khanna,Good condition
INSP01438,2026-01-01,SCH0081,True,False,True,True,False,Diya Anand,Toilets locked
INSP02541,2025-07-27,SCH0566,,True,True,False,False,Vamakshi Sura,Good condition
INSP00462,2025-04-01,SCH0277,False,True,True,True,False,Tanmayi Vasa,Toilets locked
INSP02357,2025-06-29,SCH0059,True,True,,False,True,Robert Rattan,
INSP01603,2025-04-10,SCH0473,True,True,True,True,True,,Toilets locked
INSP00158,2025-07-17,SCH0331,True,True,True,True,True,Umang Pai,Toilets locked
INSP02523,2025-07-30,SCH0256,True,True,False,False,False,Anita Dhingra,Good condition
INSP02087,2025-06-11,SCH0140,True,True,True,True,False,Noah Narayanan,Good condition
INSP01805,2025-05-12,SCH0594,True,True,True,True,True,Gavin Chahal,Needs repair
INSP00678,2026-02-17,SCH0230,True,True,True,,False,Praneel Borde,Average
INSP01874,2025-10-17,SCH0304,False,True,False,False,False,Luke Pingle,Toilets locked
INSP02373,2026-02-22,SCH0532,False,True,True,False,True,,Toilets locked
INSP00239,2026-03-04,SCH0449,True,False,True,False,True,,
INSP00980,2025-07-20,SCH0600,True,True,True,True,False,Geetika Srinivasan,Needs repair
INSP01221,2025-05-27,SCH0542,True,True,False,False,False,Chanchal Narula,Toilets locked
INSP00244,2025-09-11,SCH0353,True,True,True,True,True,Samaksh Barad,Toilets locked
INSP00101,2025-09-16,SCH0478,True,True,False,True,True,Jalsa Chaudry,Good condition
INSP00316,2025-07-14,SCH0212,True,True,True,True,False,,Average
INSP01011,2026-03-03,SCH0556,False,True,True,True,True,Umang Sahota,No remarks
INSP02584,2026-02-10,SCH0380,False,True,True,True,True,Jacob Jha,Toilets locked
INSP02583,2025-10-20,SCH0116,False,True,True,True,True,Nirja Rama,
INSP01056,2025-09-03,SCH0467,True,True,True,,False,Alka Gopal,No remarks
INSP00262,2025-06-25,SCH0232,True,True,True,True,True,Utkarsh Oak,No remarks
INSP01834,2025-09-11,SCH0295,True,True,True,False,True,,Good condition
INSP00196,2025-11-02,SCH0465,False,False,,True,False,Om Issac,
INSP01980,2025-07-06,SCH0115,True,,True,True,False,,Average
INSP02950,2026-02-26,SCH0314,False,True,True,True,True,Mahika Sankaran,Average
INSP02384,2025-10-28,SCH0346,False,False,True,False,False,Zehaan Dugar,Toilets locked
INSP00180,2025-09-09,SCH0417,False,True,True,False,True,Urishilla Shere,Good condition
INSP00835,2026-02-24,SCH0572,False,False,True,False,False,Krishna Sama,No remarks
INSP00843,2026-02-10,SCH0229,False,,True,True,False,Vaishnavi Salvi,No remarks
INSP02441,2026-02-07,SCH0485,True,,True,True,True,Nirja Khurana,No remarks
INSP01581,2025-08-01,SCH0205,True,True,True,False,False,Anirudh Purohit,Toilets locked
INSP01038,2026-01-23,SCH0465,True,,True,True,False,Vrishti Balakrishnan,Good condition
INSP00341,2025-05-07,SCH0098,True,True,False,True,False,Lohit Bala,Needs repair
INSP01180,2025-10-02,SCH0451,,False,,False,False,Rachana Chander,Needs repair
INSP01988,2025-12-26,SCH0188,True,False,False,True,False,Veda Rao,Average
INSP00749,2026-09-03,SCH0065,True,False,False,,False,Kala Kale,No remarks
INSP01193,2025-04-30,SCH0137,True,True,True,False,True,Faraj Sura,Average
INSP00663,2025-11-30,SCH0424,True,False,True,True,False,Manan Bhattacharyya,
INSP00481,2025-05-29,SCH0019,True,True,,False,True,Amaira Balakrishnan,No remarks
INSP00804,2025-03-12,SCH0524,True,True,True,False,False,Waida Handa,Good condition
INSP01455,2025-12-26,SCH0322,True,True,True,True,False,Nihal Dasgupta,
INSP01499,2025-08-01,SCH0512,True,False,,False,True,Urvi Warrior,Good condition
INSP02562,2026-03-25,SCH0118,False,True,True,True,True,,Toilets locked
INSP00550,2025-10-17,SCH0554,True,True,False,False,False,Unnati Chacko,Toilets locked
INSP01741,2025-06-09,SCH0125,True,,True,True,True,Yochana Dhillon,Needs repair
INSP00784,2025-06-06,SCH0334,False,True,False,False,False,Daksh Sachdev,No remarks
INSP02848,2025-04-18,SCH0146,True,False,False,False,True,Lajita Mohanty,Average
INSP02314,2025-04-22,SCH0159,False,True,True,True,True,Lila Sundaram,Average
INSP00743,2025-04-24,SCH0420,True,True,True,False,True,Tanay Borde,Needs repair
INSP02578,2025-11-21,SCH0514,True,True,True,True,True,Manan Kapur,Toilets locked
INSP02611,2025-05-19,SCH0097,True,True,False,False,True,,Average
INSP01764,2026-01-31,SCH0019,True,True,True,,True,,Good condition
INSP02273,2025-05-25,SCH0483,True,,True,True,False,Wishi Sachdeva,No remarks
INSP02085,2025-09-12,SCH0286,,True,True,True,True,Ekta Gala,Good condition
